h8,kW_peak
88f040dab3fffff,480.65
88f040c84bfffff,330.2416666666666
88f040ca6bfffff,298.85
88f043c353fffff,149.0
88f046a6b1fffff,25.0
88f046a489fffff,322.8883333333334
88f040c14bfffff,89.175
88f040d833fffff,423.71666666666664
88f040da0bfffff,1048.9249999999997
88f040c849fffff,207.6
88f046a45bfffff,78.5
88f046a68bfffff,28.708333333333336
88f040c819fffff,26.191666666666666
88f040ca3bfffff,30.0
88f043c565fffff,127.5
88f043c313fffff,228.13333333333333
88f040c80bfffff,60.0
88f043c1c9fffff,777.5999999999999
88f043d195fffff,504.1166666666666
88f040daa5fffff,719.9050000000001
88f040d811fffff,106.8
88f043d1e7fffff,30.0
88f040c89bfffff,42.63333333333333
88f0435611fffff,184.625
88f042b6d1fffff,256.58000000000004
88f043c021fffff,218.4
88f040693dfffff,154.80833333333334
88f043c31bfffff,359.0083333333333
88f040daa7fffff,90.0
88f046a585fffff,180.0
88f040da65fffff,289.2
88f040790dfffff,406.8
88f043ce6bfffff,202.5
88f040ca23fffff,378.0
88f0406b69fffff,337.9916666666667
88f043c041fffff,1189.675
88f046a481fffff,174.00833333333333
88f040c889fffff,147.1
88f040cac5fffff,671.1083333333335
88f042b651fffff,29.5
88f043dad9fffff,60.0
88f040c813fffff,569.6833333333334
88f043d115fffff,417.87500000000006
88f046a59bfffff,926.9583333333335
88f040ca5dfffff,60.0
88f040ca03fffff,598.45
88f043c035fffff,727.4416666666666
88f043d02dfffff,441.65000000000003
88f0406945fffff,402.70000000000005
88f040c9dbfffff,111.41666666666666
88f043c26dfffff,149.33333333333334
88f046a4cdfffff,319.0666666666667
88f043c189fffff,233.60833333333335
88f040d8a7fffff,1372.6750000000002
88f040c13bfffff,105.0
88f040ca01fffff,1129.2416666666668
88f043d1b9fffff,1364.4
88f040cb4dfffff,60.0
88f046a731fffff,30.0
88f042b699fffff,19.5
88f040da1dfffff,743.4333333333332
88f040db2dfffff,33.0
88f040d893fffff,84.5
88f046a6e7fffff,54.791666666666664
88f040c147fffff,683.4333333333333
88f040c8abfffff,157.5
88f040cac3fffff,229.775
88f040ca31fffff,1374.8333333333333
88f040c169fffff,175.65
88f040cb07fffff,223.5
88f040d887fffff,72.0
88f040cb0dfffff,84.48333333333333
88f040d8e1fffff,120.0
88f043d349fffff,300.0
88f040c837fffff,1020.2750000000002
88f040d839fffff,862.675
88f040d8c7fffff,326.8
88f040ca45fffff,1436.3833333333337
88f040cb51fffff,524.7333333333333
88f040d8b3fffff,223.96666666666667
88f040c809fffff,77.53333333333333
88f040daabfffff,103.84166666666667
88f0404c8dfffff,120.0
88f040d985fffff,177.6
88f046a4c9fffff,19.616666666666667
88f046a4bdfffff,441.85
88f040c133fffff,287.2833333333333
88f040c8d3fffff,328.0
88f040d857fffff,330.0
88f046a48dfffff,1779.2666666666667
88f040c9d7fffff,377.34166666666664
88f043cc87fffff,30.0
88f040ca51fffff,561.575
88f040d849fffff,30.0
88f040d809fffff,1209.475
88f046a4d5fffff,268.0666666666667
88f040c85bfffff,212.0
88f040cf65fffff,30.0
88f040cae7fffff,58.11666666666667
88f046a4b3fffff,211.55
88f046a495fffff,1643.1416666666667
88f040d123fffff,630.05
88f040daa9fffff,156.0
88f046a593fffff,424.96666666666664
88f046a483fffff,280.825
88f040c91bfffff,287.45
88f040cac7fffff,252.93333333333334
88f042b4d1fffff,30.0
88f043d111fffff,166.36666666666665
88f040d853fffff,245.69166666666663
88f040c833fffff,270.0
88f040d891fffff,255.44
88f040523dfffff,20.025
88f0435487fffff,37.5
88f043d193fffff,90.0
88f043d355fffff,30.0
88f042b6b9fffff,80.85833333333333
88f042b6d7fffff,132.05
88f043d065fffff,260.45000000000005
88f0407929fffff,349.2
88f040cac9fffff,87.71666666666667
88f040cad1fffff,95.0
88f040ca07fffff,1392.3833333333334
88f043c2a9fffff,172.5
88f046aed7fffff,158.4
88f040ca29fffff,169.2
88f043c229fffff,151.25
88f043d025fffff,375.0
88f042a6d9fffff,30.0
88f043d1d5fffff,996.8833333333333
88f043cca9fffff,247.5
88f0407905fffff,30.0
88f042b6bbfffff,225.14166666666668
88f040da23fffff,188.4
88f040d831fffff,1373.941666666667
88f046a6e5fffff,53.65
88f040ca39fffff,2132.225
88f043ceadfffff,10089.058333333332
88f046a681fffff,112.0
88f043c1d5fffff,108.0
88f0407925fffff,484.45
88f040d847fffff,678.2833333333333
88f040d9bdfffff,1503.541666666667
88f040d9c3fffff,139.2
88f0405243fffff,214.71666666666667
88f040c167fffff,501.04999999999995
88f042a6dbfffff,90.0
88f040cb55fffff,54.3
88f042b687fffff,118.91666666666666
88f043d315fffff,170.33333333333334
88f040c83bfffff,88.5
88f043d1adfffff,186.0
88f043d31dfffff,113.55833333333334
88f040daadfffff,319.01666666666665
88f040c9ddfffff,30.0
88f040d8e5fffff,3136.4833333333336
88f040da59fffff,525.95
88f046a4d9fffff,723.9749999999999
88f0406b27fffff,30.0
88f043d027fffff,263.24999999999994
88f046a6c1fffff,30.0
88f040c149fffff,18.116666666666667
88f040ca61fffff,865.175
88f040c997fffff,194.4
88f040c9d5fffff,526.8
88f043c045fffff,108.61666666666666
88f040c127fffff,688.8
88f04069a7fffff,48.06666666666666
88f046a5e3fffff,127.88333333333333
88f040d9a7fffff,66.83333333333334
88f0405213fffff,120.0
88f0407923fffff,360.0
88f040da13fffff,529.5916666666667
88f040d141fffff,136.06666666666666
88f0405227fffff,312.72499999999997
88f043d133fffff,43.50833333333333
88f043d197fffff,516.05
88f040c893fffff,111.05833333333334
88f0446961fffff,26.5
88f040d843fffff,940.9416666666666
88f046a687fffff,1390.7166666666667
88f0406b21fffff,30.0
88f043c225fffff,434.01666666666665
88f040ca81fffff,169.79166666666669
88f040cd69fffff,30.0
88f043d1e3fffff,1262.9083333333333
88f040caa5fffff,120.0
88f040d9dbfffff,547.4
88f043c505fffff,45.0
88f040c803fffff,654.1
88f043c023fffff,423.5583333333333
88f040d883fffff,1229.3583333333331
88f046a6c7fffff,127.0
88f040caebfffff,94.01666666666668
88f040da45fffff,602.7
88f040cb4bfffff,30.0
88f043d1b1fffff,186.0
88f040d8edfffff,142.975
88f043c311fffff,65.0
88f040c8a1fffff,595.3166666666666
88f040ca85fffff,108.40833333333333
88f043d181fffff,30.0
88f046a53bfffff,28.375
88f046a6b7fffff,500.25
88f040caa7fffff,583.28
88f040dab5fffff,127.64166666666667
88f040c841fffff,146.63333333333333
88f043da9bfffff,150.0
88f043d143fffff,319.45
88f043d341fffff,172.32
88f040c991fffff,176.6
88f046a4b5fffff,341.6333333333333
88f0446921fffff,177.6
88f040ca97fffff,56.5
88f043d1d7fffff,105.54166666666667
88f040d9a3fffff,30.0
88f043d1cbfffff,153.0
88f040d999fffff,893.55
88f040da29fffff,1251.2749999999999
88f040d8a1fffff,503.575
88f040da2bfffff,433.5
88f040cad7fffff,37.333333333333336
88f043d061fffff,30.0
88f040d899fffff,401.875
88f046a41bfffff,95.725
88f040d807fffff,489.9
88f042b6d3fffff,41.21666666666667
88f040dab7fffff,59.0
88f040d90bfffff,30.0
88f040d803fffff,342.25
88f040c81bfffff,499.2
88f043d11bfffff,183.6
88f040dae7fffff,139.525
88f043d063fffff,157.9
88f040504dfffff,73.2
88f042b653fffff,673.5333333333333
88f040c88dfffff,173.5
88f040ca49fffff,619.8166666666666
88f040da5bfffff,1093.745
88f040ca1bfffff,539.8083333333334
88f040c125fffff,87.6
88f043d191fffff,745.5
88f040c851fffff,157.12
88f040cb53fffff,1894.0083333333332
88f040c161fffff,210.5
88f0405233fffff,30.0
88f046a5c9fffff,643.2666666666667
88f046a6bdfffff,928.22
88f040da55fffff,684.2499999999999
88f040d8b7fffff,427.6
88f040ca4dfffff,3383.6166666666663
88f046a6adfffff,76.20833333333334
88f040ca6dfffff,1431.475
88f043c259fffff,37.5
88f040c129fffff,215.625
88f043c18dfffff,103.41666666666666
88f0406b6dfffff,30.0
88f040db1bfffff,30.0
88f040cb5bfffff,106.11666666666666
88f040da37fffff,723.6666666666667
88f0406901fffff,90.0
88f040ca0dfffff,1362.0749999999998
88f042b61bfffff,495.89166666666665
88f040520bfffff,30.0
88f040d8d7fffff,1454.7166666666665
88f040d98dfffff,44.5
88f043d109fffff,175.2
88f040da39fffff,134.79166666666669
88f040690dfffff,136.175
88f043d1c5fffff,242.35000000000002
88f043c35bfffff,167.7
88f046a4b9fffff,571.8333333333333
88f046a685fffff,98.0
88f043c02bfffff,120.0
88f046a513fffff,30.0
88f0406b65fffff,317.1
88f0404c89fffff,89.6
88f0407931fffff,676.8
88f043d1e9fffff,325.2
88f040ca17fffff,183.55833333333334
88f040c859fffff,164.9
88f040ca43fffff,197.125
88f046a4b7fffff,235.56666666666666
88f040ca35fffff,1068.5
88f043d33bfffff,248.98333333333332
88f043c00dfffff,1054.6333333333332
88f040d8e7fffff,41.45
88f040d8a5fffff,868.7416666666667
88f040d889fffff,294.45
88f0406b2dfffff,681.3833333333333
88f046a5e9fffff,232.41666666666663
88f040da3bfffff,229.36666666666667
88f0407921fffff,257.56666666666666
88f040d8d5fffff,54.0
88f040d851fffff,231.75
88f040ca9dfffff,38.11666666666667
88f043d1ddfffff,235.425
88f043da93fffff,113.0
88f040d8adfffff,988.125
88f040ca33fffff,348.04166666666674
88f040d8d1fffff,841.475
88f040ca4bfffff,593.0999999999999
88f043d187fffff,205.2
88f040cac1fffff,227.0166666666667
88f043d1ebfffff,340.68333333333334
88f040cf6dfffff,30.0
88f040d9ddfffff,618.2249999999999
88f046a511fffff,106.44999999999999
88f043d11dfffff,412.0
88f040da61fffff,692.5916666666667
88f040c85dfffff,585.3083333333334
88f042b6e3fffff,60.0
88f046a487fffff,210.4
88f040da15fffff,416.43833333333333
88f043548dfffff,285.0
88f040d85bfffff,182.48333333333335
88f043c1c7fffff,30.0
88f040da85fffff,176.93333333333334
88f043d1cdfffff,711.3083333333333
88f042b691fffff,161.86666666666667
88f042b499fffff,145.2
88f040c8bdfffff,283.76666666666665
88f040793dfffff,27.15833333333333
88f040d8b1fffff,238.0
88f043c0bdfffff,1072.5
88f042b6c7fffff,450.0
88f046a6b5fffff,184.75833333333333
88f040c123fffff,143.1
88f0405255fffff,30.0
88f043c355fffff,135.875
88f043d1e1fffff,483.98333333333335
88f043c029fffff,368.4
88f040d8bbfffff,409.28
88f040c36bfffff,30.0
88f040c99bfffff,256.8
88f040d16dfffff,120.0
88f040c9d1fffff,1658.3166666666666
88f043d19dfffff,218.63333333333333
88f042b695fffff,310.95
88f040d8cbfffff,60.0
88f040c857fffff,289.2
88f043d1e5fffff,46.5
88f043d1d1fffff,24.0
88f040d84dfffff,349.2
88f04354e1fffff,270.0
88f043d141fffff,186.0
88f040da51fffff,481.20000000000005
88f043d1edfffff,1030.4666666666667
88f040ca53fffff,223.6
88f040cb59fffff,1584.5083333333334
88f040daa1fffff,513.1500000000001
88f040d987fffff,157.34166666666667
88f043d34dfffff,53.21666666666667
88f042b6ebfffff,146.26666666666668
88f040cb5dfffff,279.85
88f040c143fffff,166.8
88f043c345fffff,136.2
88f043c265fffff,511.85833333333335
88f040cb19fffff,57.5
88f040d835fffff,267.6
88f043c03dfffff,134.0
88f046a6a7fffff,256.8
88f040da69fffff,268.35833333333335
88f040c82bfffff,168.85
88f042b6b1fffff,97.5
88f043d069fffff,30.0
88f046aecbfffff,97.31666666666666
88f040d819fffff,183.70833333333334
88f040da21fffff,1191.6833333333336
88f040cb49fffff,875.1666666666665
88f040d8c5fffff,432.5
88f040c801fffff,1004.5833333333333
88f040cb47fffff,89.18333333333334
88f0407907fffff,28.5
88f040d801fffff,1278.8666666666668
88f040ca57fffff,836.15
88f0406907fffff,111.70833333333333
88f046a617fffff,30.0
88f040ca41fffff,852.7499999999999
88f043c0edfffff,105.0
88f0406941fffff,2249.2083333333335
88f040d8c9fffff,30.0
88f043c359fffff,504.9
88f043d363fffff,274.41666666666663
88f040c335fffff,152.8
88f040d9abfffff,2460.7416666666663
88f042b6b7fffff,40.55833333333334
88f040c8e7fffff,72.33333333333334
88f0405203fffff,30.0
88f040da27fffff,554.15
88f043c19bfffff,112.5
88f040da31fffff,115.2
88f040da1bfffff,197.90833333333333
88f046a4d7fffff,190.75
88f043d1b3fffff,365.0
88f040ca95fffff,98.9
88f043d183fffff,139.2
88f040c999fffff,684.6250000000001
88f040ca21fffff,306.31666666666666
88f040dac5fffff,41.45
88f040d8c1fffff,344.9
88f04050cdfffff,60.0
88f040693bfffff,76.0
88f040c847fffff,338.55833333333334
88f040d8a9fffff,374.48333333333335
88f040d845fffff,133.53333333333333
88f040da5dfffff,78.65
88f043d067fffff,156.0
88f040cab9fffff,192.2666666666667
88f0406947fffff,203.7
88f040d85dfffff,887.9749999999999
88f042b6b3fffff,471.8666666666667
88f040c8a3fffff,60.0
88f043d311fffff,30.0
88f043d119fffff,114.0
88f040d9bbfffff,106.80000000000001
88f046a4cbfffff,162.3
88f043c357fffff,285.55
88f040d9d1fffff,690.8666666666667
88f043c063fffff,172.5
88f0405231fffff,117.28333333333333
88f042b6cdfffff,44.88333333333333
88f040ca1dfffff,287.31666666666666
88f040da35fffff,1098.6833333333334
88f040c9d9fffff,207.23333333333335
88f046a42dfffff,26.5
88f040d837fffff,1212.5583333333334
88f040ca3dfffff,363.9866666666666
88f046a49dfffff,218.125
88f043d117fffff,570.01
88f043d1bdfffff,204.3
88f040dae3fffff,30.0
88f0406b23fffff,30.0
88f040c12dfffff,150.0
88f040d991fffff,1017.6
88f043d15bfffff,120.0
88f040c891fffff,30.0
88f042b657fffff,30.0
88f046a5e1fffff,302.3833333333333
88f040d841fffff,403.0416666666667
88f0463693fffff,111.75
88f040da2dfffff,1322.0
88f043d06dfffff,232.95833333333331
88f043d301fffff,514.2533333333333
88f040cd61fffff,30.0
88f043d1abfffff,312.0
88f043c227fffff,616.2916666666667
88f043d147fffff,60.0
88f040da19fffff,366.55
88f040d8cdfffff,999.5666666666666
88f040c8edfffff,324.1333333333333
88f043c0b1fffff,150.0
88f043d1bbfffff,688.3499999999999
88f043da99fffff,60.0
88f0406909fffff,396.725
88f040c8d1fffff,154.45833333333331
88f040c1e5fffff,289.15
88f040da53fffff,183.5
88f043c261fffff,337.8166666666667
88f040d8bdfffff,235.36333333333334
88f043d339fffff,508.66666666666674
88f043c007fffff,30.0
88f040ca65fffff,1116.375
88f040d8e9fffff,148.45
88f04069a5fffff,26.150000000000002
88f040c845fffff,1477.68
88f043d021fffff,900.5333333333333
88f046a597fffff,381.6666666666667
88f043d33dfffff,68.76666666666667
88f043d1a3fffff,30.0
88f043d331fffff,953.2083333333333
88f040c9d3fffff,388.59999999999997
88f040c805fffff,419.2833333333333
88f040d9d5fffff,189.68333333333334
88f040d813fffff,222.0
88f040cab3fffff,354.0
88f040c827fffff,300.0
88f040d993fffff,599.2333333333332
88f046a68dfffff,180.44166666666666
88f040c8e9fffff,944.9666666666667
88f040ca11fffff,279.8833333333333
88f040d165fffff,710.6
88f040ca19fffff,991.775
88f042b68dfffff,714.425
88f040c815fffff,717.8333333333334
88f043c34dfffff,72.79166666666666
88f043c005fffff,274.45
88f043d1c9fffff,517.0833333333334
88f040d9b5fffff,638.0
88f040c899fffff,273.025
88f043c351fffff,97.03333333333333
88f040ca83fffff,236.83333333333331
88f040522dfffff,24.816666666666666
88f040da6bfffff,950.25
88f046a491fffff,286.8
88f040d9b7fffff,294.2083333333333
88f040c8c5fffff,30.0
88f040d99dfffff,308.4
88f040d859fffff,30.0
88f040c829fffff,1329.55
88f043c319fffff,775.1983333333333
88f040d99bfffff,787.125
88f040c121fffff,158.95833333333331
88f040d88bfffff,5832.925000000001
88f040c8cdfffff,606.0
88f046a5bbfffff,210.0
88f040d8abfffff,312.24999999999994
88f040da25fffff,842.0999999999999
88f043d333fffff,221.79999999999998
88f040c8c9fffff,276.0
88f043dad3fffff,233.69166666666666
88f042b69dfffff,72.26666666666667
88f043d30bfffff,651.2800000000001
88f043d1a9fffff,145.2
88f040cd65fffff,30.0
88f043c269fffff,332.94
88f040d9d9fffff,1195.7916666666667
88f040d83bfffff,315.1
88f040d8ebfffff,830.7349999999999
88f046a5b9fffff,82.5
88f040c137fffff,216.0
88f040ca8dfffff,240.0
88f046aed5fffff,37.0
88f040c81dfffff,576.9
88f046a591fffff,207.6
88f040ca0bfffff,920.1249999999999
88f040d9b3fffff,4923.533333333334
