Location_ID,lon,lat,Vehicle_Type,Owner_Type,Body_Style,h6,h7,h8
Local_Freight_Business_Cargo Van_0000001,-76.410385,36.979566,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c261fffff
Local_Freight_Business_Cargo Van_0000002,-76.422285,36.979795,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c269fffff
Local_Freight_Business_Cargo Van_0000003,-76.430092,36.980448,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d19ffffff,88f043d193fffff
Local_Freight_Business_Cargo Van_0000004,-76.421237,36.98258,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c269fffff
Local_Freight_Business_Cargo Van_0000005,-76.401679,36.984558,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c263fffff
Local_Freight_Business_Cargo Van_0000006,-76.406294,36.986233,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c263fffff
Local_Freight_Business_Cargo Van_0000007,-76.395389,36.987218,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c22ffffff,88f043c229fffff
Local_Freight_Business_Cargo Van_0000008,-76.424479,36.987478,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d19ffffff,88f043d197fffff
Local_Freight_Business_Cargo Van_0000009,-76.412389,36.987692,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c261fffff
Local_Freight_Business_Cargo Van_0000010,-76.407453,36.989616,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c261fffff
Local_Freight_Business_Cargo Van_0000011,-76.399994,36.990068,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c229fffff
Local_Freight_Business_Cargo Van_0000012,-76.408795,36.991776,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c261fffff
Local_Freight_Business_Cargo Van_0000013,-76.412794,36.992842,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c261fffff
Local_Freight_Business_Cargo Van_0000014,-76.413095,36.99453,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c261fffff
Local_Freight_Business_Cargo Van_0000015,-76.429607,36.994539,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d19ffffff,88f043d197fffff
Local_Freight_Business_Cargo Van_0000016,-76.405059,36.999058,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c267fffff
Local_Freight_Business_Cargo Van_0000017,-76.404452,37.00028,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c267fffff
Local_Freight_Business_Cargo Van_0000018,-76.407298,37.003342,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c267fffff
Local_Freight_Business_Cargo Van_0000019,-76.377382,37.003662,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c22ffffff,88f043c227fffff
Local_Freight_Business_Cargo Van_0000020,-76.398212,37.003927,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c22ffffff,88f043c22dfffff
Local_Freight_Business_Cargo Van_0000021,-76.435111,37.006484,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d19ffffff,88f043d191fffff
Local_Freight_Business_Cargo Van_0000022,-76.401311,37.006873,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c267fffff
Local_Freight_Business_Cargo Van_0000023,-76.412312,37.007236,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c261fffff
Local_Freight_Business_Cargo Van_0000024,-76.362627,37.008244,Local Freight,Business,Cargo Van,86f043c07ffffff,87f043c04ffffff,88f043c041fffff
Local_Freight_Business_Cargo Van_0000025,-76.401748,37.008388,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c267fffff
Local_Freight_Business_Cargo Van_0000026,-76.399215,37.009024,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c22ffffff,88f043c267fffff
Local_Freight_Business_Cargo Van_0000027,-76.400003,37.009074,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c22ffffff,88f043c267fffff
Local_Freight_Business_Cargo Van_0000028,-76.407766,37.009404,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c267fffff
Local_Freight_Business_Cargo Van_0000029,-76.400269,37.010543,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c267fffff
Local_Freight_Business_Cargo Van_0000030,-76.402389,37.01253,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c267fffff
Local_Freight_Business_Cargo Van_0000031,-76.399029,37.013293,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c22ffffff,88f043c22dfffff
Local_Freight_Business_Cargo Van_0000032,-76.402559,37.01362,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c267fffff
Local_Freight_Business_Cargo Van_0000033,-76.387696,37.013827,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c22ffffff,88f043c225fffff
Local_Freight_Business_Cargo Van_0000034,-76.40575,37.013913,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c267fffff
Local_Freight_Business_Cargo Van_0000035,-76.399156,37.013982,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c22ffffff,88f043c22dfffff
Local_Freight_Business_Cargo Van_0000036,-76.440723,37.014084,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d19ffffff,88f043d19dfffff
Local_Freight_Business_Cargo Van_0000037,-76.399325,37.014925,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c22ffffff,88f043c22dfffff
Local_Freight_Business_Cargo Van_0000038,-76.400447,37.015497,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c267fffff
Local_Freight_Business_Cargo Van_0000039,-76.378081,37.016487,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c22ffffff,88f043c227fffff
Local_Freight_Business_Cargo Van_0000040,-76.448969,37.016881,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1dffffff,88f043d1d7fffff
Local_Freight_Business_Cargo Van_0000041,-76.377796,37.016986,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c22ffffff,88f043c227fffff
Local_Freight_Business_Cargo Van_0000042,-76.377422,37.017298,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c22ffffff,88f043c227fffff
Local_Freight_Business_Cargo Van_0000043,-76.442044,37.017711,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d19ffffff,88f043d19dfffff
Local_Freight_Business_Cargo Van_0000044,-76.322075,37.017929,Local Freight,Business,Cargo Van,86f043c07ffffff,87f043c03ffffff,88f043c035fffff
Local_Freight_Business_Cargo Van_0000045,-76.438372,37.019272,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d19ffffff,88f043d19dfffff
Local_Freight_Business_Cargo Van_0000046,-76.344425,37.023288,Local Freight,Business,Cargo Van,86f043c07ffffff,87f043c00ffffff,88f043c005fffff
Local_Freight_Business_Cargo Van_0000047,-76.320726,37.02393,Local Freight,Business,Cargo Van,86f043c07ffffff,87f043c03ffffff,88f043c035fffff
Local_Freight_Business_Cargo Van_0000048,-76.333037,37.02453,Local Freight,Business,Cargo Van,86f043c07ffffff,87f043c02ffffff,88f043c02bfffff
Local_Freight_Business_Cargo Van_0000049,-76.449729,37.024586,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1dffffff,88f043d1d7fffff
Local_Freight_Business_Cargo Van_0000050,-76.43206,37.024843,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d19ffffff,88f043d195fffff
Local_Freight_Business_Cargo Van_0000051,-76.43143,37.025166,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d19ffffff,88f043d195fffff
Local_Freight_Business_Cargo Van_0000052,-76.433603,37.02525,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d19ffffff,88f043d195fffff
Local_Freight_Business_Cargo Van_0000053,-76.433794,37.025632,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d19ffffff,88f043d195fffff
Local_Freight_Business_Cargo Van_0000054,-76.43306,37.025737,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d19ffffff,88f043d195fffff
Local_Freight_Business_Cargo Van_0000055,-76.343248,37.026096,Local Freight,Business,Cargo Van,86f043c07ffffff,87f043c00ffffff,88f043c005fffff
Local_Freight_Business_Cargo Van_0000056,-76.350316,37.026298,Local Freight,Business,Cargo Van,86f043c07ffffff,87f043c00ffffff,88f043c00dfffff
Local_Freight_Business_Cargo Van_0000057,-76.359307,37.028335,Local Freight,Business,Cargo Van,86f043c07ffffff,87f043c04ffffff,88f043c06bfffff
Local_Freight_Business_Cargo Van_0000058,-76.455712,37.028363,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1dffffff,88f043d1d5fffff
Local_Freight_Business_Cargo Van_0000059,-76.423068,37.030619,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1bffffff,88f043d1bbfffff
Local_Freight_Business_Cargo Van_0000060,-76.425668,37.03063,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1bffffff,88f043d1bbfffff
Local_Freight_Business_Cargo Van_0000061,-76.422851,37.030832,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1bffffff,88f043d1bbfffff
Local_Freight_Business_Cargo Van_0000062,-76.45779,37.030954,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1dffffff,88f043d1d5fffff
Local_Freight_Business_Cargo Van_0000063,-76.461043,37.032392,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1dffffff,88f043d1ddfffff
Local_Freight_Business_Cargo Van_0000064,-76.458617,37.03252,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1dffffff,88f043d1d5fffff
Local_Freight_Business_Cargo Van_0000065,-76.46186,37.032834,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1dffffff,88f043d1ddfffff
Local_Freight_Business_Cargo Van_0000066,-76.35467,37.033637,Local Freight,Business,Cargo Van,86f043c07ffffff,87f043c06ffffff,88f043c06bfffff
Local_Freight_Business_Cargo Van_0000067,-76.454538,37.033716,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1dffffff,88f043d1d5fffff
Local_Freight_Business_Cargo Van_0000068,-76.463278,37.033723,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1dffffff,88f043d1ddfffff
Local_Freight_Business_Cargo Van_0000069,-76.354107,37.033967,Local Freight,Business,Cargo Van,86f043c07ffffff,87f043c06ffffff,88f043c06bfffff
Local_Freight_Business_Cargo Van_0000070,-76.410549,37.0358,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c265fffff
Local_Freight_Business_Cargo Van_0000071,-76.41095,37.036797,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c26ffffff,88f043c265fffff
Local_Freight_Business_Cargo Van_0000072,-76.455394,37.037811,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1dffffff,88f043d1d5fffff
Local_Freight_Business_Cargo Van_0000073,-76.40684,37.038219,Local Freight,Business,Cargo Van,86f043c27ffffff,87f043c35ffffff,88f043c265fffff
Local_Freight_Business_Cargo Van_0000074,-76.398812,37.038657,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c35ffffff,88f043c35bfffff
Local_Freight_Business_Cargo Van_0000075,-76.303791,37.040789,Local Freight,Business,Cargo Van,86f043c1fffffff,87f043c1cffffff,88f043c1c3fffff
Local_Freight_Business_Cargo Van_0000076,-76.390186,37.041889,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c22ffffff,88f043c225fffff
Local_Freight_Business_Cargo Van_0000077,-76.359553,37.042391,Local Freight,Business,Cargo Van,86f043c07ffffff,87f043c06ffffff,88f043c06bfffff
Local_Freight_Business_Cargo Van_0000078,-76.293027,37.042686,Local Freight,Business,Cargo Van,86f043c1fffffff,87f043c18ffffff,88f043c1d5fffff
Local_Freight_Business_Cargo Van_0000079,-76.357136,37.043049,Local Freight,Business,Cargo Van,86f043c07ffffff,87f043c06ffffff,88f043c06bfffff
Local_Freight_Business_Cargo Van_0000080,-76.376104,37.043125,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c31ffffff,88f043c31bfffff
Local_Freight_Business_Cargo Van_0000081,-76.382684,37.043361,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c31ffffff,88f043c31bfffff
Local_Freight_Business_Cargo Van_0000082,-76.289758,37.043859,Local Freight,Business,Cargo Van,86f043c1fffffff,87f043c18ffffff,88f043c18bfffff
Local_Freight_Business_Cargo Van_0000083,-76.386282,37.043893,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c31ffffff,88f043c225fffff
Local_Freight_Business_Cargo Van_0000084,-76.354408,37.044095,Local Freight,Business,Cargo Van,86f043c07ffffff,87f043c06ffffff,88f043c06bfffff
Local_Freight_Business_Cargo Van_0000085,-76.357785,37.044212,Local Freight,Business,Cargo Van,86f043c07ffffff,87f043c06ffffff,88f043c06bfffff
Local_Freight_Business_Cargo Van_0000086,-76.374507,37.044484,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c31ffffff,88f043c313fffff
Local_Freight_Business_Cargo Van_0000087,-76.463252,37.044589,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c3fffff
Local_Freight_Business_Cargo Van_0000088,-76.459099,37.04594,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1dffffff,88f043d1c3fffff
Local_Freight_Business_Cargo Van_0000089,-76.388449,37.045945,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c22ffffff,88f043c225fffff
Local_Freight_Business_Cargo Van_0000090,-76.388648,37.046538,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c22ffffff,88f043c225fffff
Local_Freight_Business_Cargo Van_0000091,-76.393174,37.048785,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c35ffffff,88f043c353fffff
Local_Freight_Business_Cargo Van_0000092,-76.461061,37.050327,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c3fffff
Local_Freight_Business_Cargo Van_0000093,-76.39957,37.055479,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c35ffffff,88f043c35bfffff
Local_Freight_Business_Cargo Van_0000094,-76.411409,37.057467,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c35ffffff,88f043c359fffff
Local_Freight_Business_Cargo Van_0000095,-76.501638,37.062826,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d029fffff
Local_Freight_Business_Cargo Van_0000096,-76.408215,37.063508,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c35ffffff,88f043c359fffff
Local_Freight_Business_Cargo Van_0000097,-76.489103,37.06355,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d023fffff
Local_Freight_Business_Cargo Van_0000098,-76.385778,37.063906,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c31ffffff,88f043c319fffff
Local_Freight_Business_Cargo Van_0000099,-76.385674,37.064493,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c31ffffff,88f043c319fffff
Local_Freight_Business_Cargo Van_0000100,-76.489317,37.065262,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d021fffff
Local_Freight_Business_Cargo Van_0000101,-76.491436,37.067619,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d021fffff
Local_Freight_Business_Cargo Van_0000102,-76.484388,37.067736,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d023fffff
Local_Freight_Business_Cargo Van_0000103,-76.508922,37.069362,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d06ffffff,88f043d063fffff
Local_Freight_Business_Cargo Van_0000104,-76.375435,37.073375,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c31ffffff,88f043c311fffff
Local_Freight_Business_Cargo Van_0000105,-76.495734,37.074453,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d021fffff
Local_Freight_Business_Cargo Van_0000106,-76.468751,37.075773,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c1fffff
Local_Freight_Business_Cargo Van_0000107,-76.495697,37.076396,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d021fffff
Local_Freight_Business_Cargo Van_0000108,-76.468426,37.076953,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c1fffff
Local_Freight_Business_Cargo Van_0000109,-76.494927,37.078167,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d021fffff
Local_Freight_Business_Cargo Van_0000110,-76.495994,37.079052,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d021fffff
Local_Freight_Business_Cargo Van_0000111,-76.478971,37.079305,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d1cffffff,88f043d1c9fffff
Local_Freight_Business_Cargo Van_0000112,-76.464533,37.079851,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c7fffff
Local_Freight_Business_Cargo Van_0000113,-76.464353,37.080363,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c7fffff
Local_Freight_Business_Cargo Van_0000114,-76.464836,37.080655,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c7fffff
Local_Freight_Business_Cargo Van_0000115,-76.295385,37.080826,Local Freight,Business,Cargo Van,86f043c1fffffff,87f043c18ffffff,88f043c189fffff
Local_Freight_Business_Cargo Van_0000116,-76.478439,37.081151,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c9fffff
Local_Freight_Business_Cargo Van_0000117,-76.464907,37.081676,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c7fffff
Local_Freight_Business_Cargo Van_0000118,-76.287231,37.082023,Local Freight,Business,Cargo Van,86f043c1fffffff,87f043c18ffffff,88f043c181fffff
Local_Freight_Business_Cargo Van_0000119,-76.481447,37.082452,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d027fffff
Local_Freight_Business_Cargo Van_0000120,-76.467553,37.082506,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c1fffff
Local_Freight_Business_Cargo Van_0000121,-76.481665,37.082574,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d027fffff
Local_Freight_Business_Cargo Van_0000122,-76.467444,37.082609,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c1fffff
Local_Freight_Business_Cargo Van_0000123,-76.460163,37.082707,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c7fffff
Local_Freight_Business_Cargo Van_0000124,-76.467216,37.082756,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c1fffff
Local_Freight_Business_Cargo Van_0000125,-76.389274,37.082768,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c31ffffff,88f043c357fffff
Local_Freight_Business_Cargo Van_0000126,-76.481485,37.082868,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d027fffff
Local_Freight_Business_Cargo Van_0000127,-76.468697,37.082878,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c1fffff
Local_Freight_Business_Cargo Van_0000128,-76.481805,37.082887,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d027fffff
Local_Freight_Business_Cargo Van_0000129,-76.48149,37.082989,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d027fffff
Local_Freight_Business_Cargo Van_0000130,-76.467861,37.083113,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c1fffff
Local_Freight_Business_Cargo Van_0000131,-76.464884,37.083195,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c7fffff
Local_Freight_Business_Cargo Van_0000132,-76.478586,37.083343,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c9fffff
Local_Freight_Business_Cargo Van_0000133,-76.474287,37.083463,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1cdfffff
Local_Freight_Business_Cargo Van_0000134,-76.390555,37.084184,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c35ffffff,88f043c357fffff
Local_Freight_Business_Cargo Van_0000135,-76.473667,37.084248,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1cdfffff
Local_Freight_Business_Cargo Van_0000136,-76.467797,37.084962,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c1fffff
Local_Freight_Business_Cargo Van_0000137,-76.458705,37.085036,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c7fffff
Local_Freight_Business_Cargo Van_0000138,-76.482565,37.085162,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d027fffff
Local_Freight_Business_Cargo Van_0000139,-76.394004,37.085816,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c35ffffff,88f043c357fffff
Local_Freight_Business_Cargo Van_0000140,-76.48328,37.086124,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d027fffff
Local_Freight_Business_Cargo Van_0000141,-76.471662,37.086704,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c1fffff
Local_Freight_Business_Cargo Van_0000142,-76.496096,37.087547,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d02dfffff
Local_Freight_Business_Cargo Van_0000143,-76.456099,37.087688,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d18ffffff,88f043d18dfffff
Local_Freight_Business_Cargo Van_0000144,-76.392282,37.087984,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c35ffffff,88f043c357fffff
Local_Freight_Business_Cargo Van_0000145,-76.479657,37.088515,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d1cffffff,88f043d027fffff
Local_Freight_Business_Cargo Van_0000146,-76.480639,37.088898,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d1cffffff,88f043d027fffff
Local_Freight_Business_Cargo Van_0000147,-76.485284,37.088928,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d027fffff
Local_Freight_Business_Cargo Van_0000148,-76.479209,37.089943,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1cdfffff
Local_Freight_Business_Cargo Van_0000149,-76.476872,37.091119,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1cdfffff
Local_Freight_Business_Cargo Van_0000150,-76.473215,37.091587,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1cdfffff
Local_Freight_Business_Cargo Van_0000151,-76.469658,37.092327,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c1fffff
Local_Freight_Business_Cargo Van_0000152,-76.467004,37.092538,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c1fffff
Local_Freight_Business_Cargo Van_0000153,-76.393162,37.093118,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c35ffffff,88f043c357fffff
Local_Freight_Business_Cargo Van_0000154,-76.491962,37.093511,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d021fffff
Local_Freight_Business_Cargo Van_0000155,-76.296335,37.093686,Local Freight,Business,Cargo Van,86f043c1fffffff,87f043c18ffffff,88f043c18dfffff
Local_Freight_Business_Cargo Van_0000156,-76.472121,37.094093,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1cdfffff
Local_Freight_Business_Cargo Van_0000157,-76.467587,37.096116,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c5fffff
Local_Freight_Business_Cargo Van_0000158,-76.458222,37.098798,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c7fffff
Local_Freight_Business_Cargo Van_0000159,-76.393647,37.099357,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c35ffffff,88f043c357fffff
Local_Freight_Business_Cargo Van_0000160,-76.393946,37.101056,Local Freight,Business,Cargo Van,86f043c37ffffff,87f043c35ffffff,88f043c357fffff
Local_Freight_Business_Cargo Van_0000161,-76.457239,37.102031,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d18ffffff,88f043d18dfffff
Local_Freight_Business_Cargo Van_0000162,-76.498662,37.105872,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d02dfffff
Local_Freight_Business_Cargo Van_0000163,-76.514013,37.10618,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d06ffffff,88f043d065fffff
Local_Freight_Business_Cargo Van_0000164,-76.499324,37.106395,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d02ffffff,88f043d02dfffff
Local_Freight_Business_Cargo Van_0000165,-76.45794,37.106462,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1ebfffff
Local_Freight_Business_Cargo Van_0000166,-76.454704,37.106877,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d18ffffff,88f043d18dfffff
Local_Freight_Business_Cargo Van_0000167,-76.457194,37.107154,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d18dfffff
Local_Freight_Business_Cargo Van_0000168,-76.458323,37.107411,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1ebfffff
Local_Freight_Business_Cargo Van_0000169,-76.457035,37.107773,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d18dfffff
Local_Freight_Business_Cargo Van_0000170,-76.457344,37.108391,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1ebfffff
Local_Freight_Business_Cargo Van_0000171,-76.459459,37.111008,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1ebfffff
Local_Freight_Business_Cargo Van_0000172,-76.46082,37.1112,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1ebfffff
Local_Freight_Business_Cargo Van_0000173,-76.462305,37.111502,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1ebfffff
Local_Freight_Business_Cargo Van_0000174,-76.458021,37.111527,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1ebfffff
Local_Freight_Business_Cargo Van_0000175,-76.458762,37.111709,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1ebfffff
Local_Freight_Business_Cargo Van_0000176,-76.460537,37.112143,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1ebfffff
Local_Freight_Business_Cargo Van_0000177,-76.463537,37.112795,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1cffffff,88f043d1c5fffff
Local_Freight_Business_Cargo Van_0000178,-76.518167,37.114596,Local Freight,Business,Cargo Van,86f043d07ffffff,87f043d06ffffff,88f043d06dfffff
Local_Freight_Business_Cargo Van_0000179,-76.452358,37.120444,Local Freight,Business,Cargo Van,86f043d1fffffff,87f043d1effffff,88f043d1e3fffff
