Location_ID,lon,lat,Vehicle_Type,Owner_Type,Body_Style,h6,h7,h8
Local_Freight_Other_Straight Truck_0000174,-77.443131,37.47135,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca1ffffff,88f040ca1dfffff
Local_Freight_Other_Straight Truck_0000175,-77.451788,37.47353,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca5ffffff,88f040ca57fffff
Local_Freight_Other_Straight Truck_0000176,-77.207567,37.474151,Local Freight,Other,Straight Truck,86f04050fffffff,87f04050cffffff,88f04050cdfffff
Local_Freight_Other_Straight Truck_0000177,-77.525056,37.474504,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d8cffffff,88f040d8c1fffff
Local_Freight_Other_Straight Truck_0000178,-77.444485,37.476138,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca5ffffff,88f040ca57fffff
Local_Freight_Other_Straight Truck_0000179,-77.508014,37.481144,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d88ffffff,88f040d88dfffff
Local_Freight_Other_Straight Truck_0000180,-77.446654,37.485654,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca5ffffff,88f040ca57fffff
Local_Freight_Other_Straight Truck_0000181,-77.538227,37.486199,Local Freight,Other,Straight Truck,86f040dafffffff,87f040daaffffff,88f040daa7fffff
Local_Freight_Other_Straight Truck_0000182,-77.429203,37.486591,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca1ffffff,88f040ca15fffff
Local_Freight_Other_Straight Truck_0000183,-77.433653,37.487752,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca1ffffff,88f040ca15fffff
Local_Freight_Other_Straight Truck_0000184,-77.651523,37.493844,Local Freight,Other,Straight Truck,86f046a4fffffff,87f046a48ffffff,88f046a487fffff
Local_Freight_Other_Straight Truck_0000185,-77.553065,37.496454,Local Freight,Other,Straight Truck,86f040dafffffff,87f040daaffffff,88f040daadfffff
Local_Freight_Other_Straight Truck_0000186,-77.345421,37.497075,Local Freight,Other,Straight Truck,86f040c8fffffff,87f040c88ffffff,88f040c8e3fffff
Local_Freight_Other_Straight Truck_0000187,-77.546067,37.498374,Local Freight,Other,Straight Truck,86f040dafffffff,87f040daaffffff,88f040daa5fffff
Local_Freight_Other_Straight Truck_0000188,-77.605103,37.498581,Local Freight,Other,Straight Truck,86f040da7ffffff,87f040da0ffffff,88f040da0bfffff
Local_Freight_Other_Straight Truck_0000189,-77.527932,37.498811,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d8cffffff,88f040d8cdfffff
Local_Freight_Other_Straight Truck_0000190,-77.604109,37.499093,Local Freight,Other,Straight Truck,86f040da7ffffff,87f040da0ffffff,88f040da0bfffff
Local_Freight_Other_Straight Truck_0000191,-77.597834,37.499468,Local Freight,Other,Straight Truck,86f040da7ffffff,87f040da1ffffff,88f040da1dfffff
Local_Freight_Other_Straight Truck_0000192,-77.592719,37.499719,Local Freight,Other,Straight Truck,86f040da7ffffff,87f040da1ffffff,88f040da15fffff
Local_Freight_Other_Straight Truck_0000193,-77.548044,37.500251,Local Freight,Other,Straight Truck,86f040dafffffff,87f040daaffffff,88f040daa5fffff
Local_Freight_Other_Straight Truck_0000194,-77.520107,37.500582,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d8cffffff,88f040d8c5fffff
Local_Freight_Other_Straight Truck_0000195,-77.5782,37.501412,Local Freight,Other,Straight Truck,86f040da7ffffff,87f040daeffffff,88f040daedfffff
Local_Freight_Other_Straight Truck_0000196,-77.614175,37.501475,Local Freight,Other,Straight Truck,86f040da7ffffff,87f040da5ffffff,88f040da55fffff
Local_Freight_Other_Straight Truck_0000197,-77.340375,37.501649,Local Freight,Other,Straight Truck,86f040c8fffffff,87f040c88ffffff,88f040c885fffff
Local_Freight_Other_Straight Truck_0000198,-77.516471,37.501749,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d8effffff,88f040d8ebfffff
Local_Freight_Other_Straight Truck_0000199,-77.612307,37.502145,Local Freight,Other,Straight Truck,86f040da7ffffff,87f040da5ffffff,88f040da55fffff
Local_Freight_Other_Straight Truck_0000200,-77.340165,37.503596,Local Freight,Other,Straight Truck,86f040c8fffffff,87f040c88ffffff,88f040c885fffff
Local_Freight_Other_Straight Truck_0000201,-77.647845,37.503851,Local Freight,Other,Straight Truck,86f046a4fffffff,87f046a4bffffff,88f046a4bdfffff
Local_Freight_Other_Straight Truck_0000202,-77.649668,37.504068,Local Freight,Other,Straight Truck,86f046a4fffffff,87f046a4affffff,88f046a4abfffff
Local_Freight_Other_Straight Truck_0000203,-77.473487,37.504424,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040ca4ffffff,88f040d8b5fffff
Local_Freight_Other_Straight Truck_0000204,-77.604875,37.505656,Local Freight,Other,Straight Truck,86f040da7ffffff,87f040da0ffffff,88f040da0bfffff
Local_Freight_Other_Straight Truck_0000205,-77.355226,37.505711,Local Freight,Other,Straight Truck,86f040c8fffffff,87f040c8effffff,88f040c8ebfffff
Local_Freight_Other_Straight Truck_0000206,-77.504394,37.506194,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d88ffffff,88f040d8e3fffff
Local_Freight_Other_Straight Truck_0000207,-77.356221,37.506308,Local Freight,Other,Straight Truck,86f040c8fffffff,87f040c8effffff,88f040c8ebfffff
Local_Freight_Other_Straight Truck_0000208,-77.630955,37.506577,Local Freight,Other,Straight Truck,86f040da7ffffff,87f040da4ffffff,88f040da4bfffff
Local_Freight_Other_Straight Truck_0000209,-77.60555,37.506908,Local Freight,Other,Straight Truck,86f040da7ffffff,87f040da0ffffff,88f040da0bfffff
Local_Freight_Other_Straight Truck_0000210,-77.465455,37.506933,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca4ffffff,88f040ca4bfffff
Local_Freight_Other_Straight Truck_0000211,-77.484365,37.507547,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d8affffff,88f040d8a3fffff
Local_Freight_Other_Straight Truck_0000212,-77.497156,37.508267,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d8affffff,88f040d885fffff
Local_Freight_Other_Straight Truck_0000213,-77.357333,37.508624,Local Freight,Other,Straight Truck,86f040c8fffffff,87f040c8effffff,88f040c8ebfffff
Local_Freight_Other_Straight Truck_0000214,-77.430763,37.509411,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca3ffffff,88f040ca15fffff
Local_Freight_Other_Straight Truck_0000215,-77.67616,37.510083,Local Freight,Other,Straight Truck,86f046a4fffffff,87f046a4effffff,88f046a4ebfffff
Local_Freight_Other_Straight Truck_0000216,-77.358195,37.510455,Local Freight,Other,Straight Truck,86f040c8fffffff,87f040c8effffff,88f040c8ebfffff
Local_Freight_Other_Straight Truck_0000217,-77.355763,37.510753,Local Freight,Other,Straight Truck,86f040c8fffffff,87f040c8effffff,88f040c8ebfffff
Local_Freight_Other_Straight Truck_0000218,-77.35914,37.510856,Local Freight,Other,Straight Truck,86f040c8fffffff,87f040c8effffff,88f040c8e9fffff
Local_Freight_Other_Straight Truck_0000219,-77.682194,37.511063,Local Freight,Other,Straight Truck,86f046a4fffffff,87f046a4cffffff,88f046a4c5fffff
Local_Freight_Other_Straight Truck_0000220,-77.455303,37.513433,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca5ffffff,88f040ca55fffff
Local_Freight_Other_Straight Truck_0000221,-77.431465,37.513556,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca3ffffff,88f040ca39fffff
Local_Freight_Other_Straight Truck_0000222,-77.452438,37.514892,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca0ffffff,88f040ca09fffff
Local_Freight_Other_Straight Truck_0000223,-77.354859,37.515508,Local Freight,Other,Straight Truck,86f040c8fffffff,87f040c8effffff,88f040c8ebfffff
Local_Freight_Other_Straight Truck_0000224,-77.452814,37.516101,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca0ffffff,88f040ca09fffff
Local_Freight_Other_Straight Truck_0000225,-77.436805,37.518388,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca0ffffff,88f040ca03fffff
Local_Freight_Other_Straight Truck_0000226,-77.454386,37.518442,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca0ffffff,88f040ca09fffff
Local_Freight_Other_Straight Truck_0000227,-77.447501,37.51847,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca0ffffff,88f040ca0bfffff
Local_Freight_Other_Straight Truck_0000228,-77.530606,37.518737,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d81ffffff,88f040d813fffff
Local_Freight_Other_Straight Truck_0000229,-77.375074,37.518818,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c81ffffff,88f040c81bfffff
Local_Freight_Other_Straight Truck_0000230,-77.60567,37.519387,Local Freight,Other,Straight Truck,86f040da7ffffff,87f040da0ffffff,88f040da0bfffff
Local_Freight_Other_Straight Truck_0000231,-77.511356,37.520316,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d8effffff,88f040d8ebfffff
Local_Freight_Other_Straight Truck_0000232,-77.487726,37.520427,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d8affffff,88f040d8a3fffff
Local_Freight_Other_Straight Truck_0000233,-77.444276,37.520449,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca0ffffff,88f040ca0bfffff
Local_Freight_Other_Straight Truck_0000234,-77.457054,37.520573,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca4ffffff,88f040ca43fffff
Local_Freight_Other_Straight Truck_0000235,-77.305433,37.520686,Local Freight,Other,Straight Truck,86f040527ffffff,87f040524ffffff,88f0405241fffff
Local_Freight_Other_Straight Truck_0000236,-77.439439,37.522112,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca0ffffff,88f040ca03fffff
Local_Freight_Other_Straight Truck_0000237,-77.435804,37.522432,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca0ffffff,88f040ca03fffff
Local_Freight_Other_Straight Truck_0000238,-77.430501,37.522712,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca3ffffff,88f040ca39fffff
Local_Freight_Other_Straight Truck_0000239,-77.311769,37.522947,Local Freight,Other,Straight Truck,86f040527ffffff,87f040524ffffff,88f0405249fffff
Local_Freight_Other_Straight Truck_0000240,-77.312769,37.523212,Local Freight,Other,Straight Truck,86f040527ffffff,87f040524ffffff,88f0405249fffff
Local_Freight_Other_Straight Truck_0000241,-77.437944,37.523665,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca0ffffff,88f040ca03fffff
Local_Freight_Other_Straight Truck_0000242,-77.317836,37.523771,Local Freight,Other,Straight Truck,86f040c8fffffff,87f040524ffffff,88f0405249fffff
Local_Freight_Other_Straight Truck_0000243,-77.456062,37.523783,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca4ffffff,88f040ca09fffff
Local_Freight_Other_Straight Truck_0000244,-77.445101,37.525484,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca0ffffff,88f040ca0bfffff
Local_Freight_Other_Straight Truck_0000245,-77.335081,37.529366,Local Freight,Other,Straight Truck,86f040c8fffffff,87f040c8affffff,88f040c8a9fffff
Local_Freight_Other_Straight Truck_0000246,-77.351672,37.529723,Local Freight,Other,Straight Truck,86f040c8fffffff,87f040c8effffff,88f040c8e1fffff
Local_Freight_Other_Straight Truck_0000247,-77.312923,37.530826,Local Freight,Other,Straight Truck,86f040527ffffff,87f040524ffffff,88f0405249fffff
Local_Freight_Other_Straight Truck_0000248,-77.328626,37.531725,Local Freight,Other,Straight Truck,86f040c8fffffff,87f040c8affffff,88f040c8a1fffff
Local_Freight_Other_Straight Truck_0000249,-77.421008,37.532601,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca3ffffff,88f040ca31fffff
Local_Freight_Other_Straight Truck_0000250,-77.560751,37.534355,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d85ffffff,88f040d851fffff
Local_Freight_Other_Straight Truck_0000251,-77.427591,37.535327,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca3ffffff,88f040ca39fffff
Local_Freight_Other_Straight Truck_0000252,-77.560809,37.535753,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d85ffffff,88f040d851fffff
Local_Freight_Other_Straight Truck_0000253,-77.531499,37.537664,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d81ffffff,88f040d813fffff
Local_Freight_Other_Straight Truck_0000254,-77.368653,37.544337,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c81ffffff,88f040c817fffff
Local_Freight_Other_Straight Truck_0000255,-77.364204,37.545019,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c8effffff,88f040c817fffff
Local_Freight_Other_Straight Truck_0000256,-77.36904,37.54521,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c81ffffff,88f040c817fffff
Local_Freight_Other_Straight Truck_0000257,-77.366246,37.54611,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c81ffffff,88f040c817fffff
Local_Freight_Other_Straight Truck_0000258,-77.46236,37.546321,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca4ffffff,88f040ca47fffff
Local_Freight_Other_Straight Truck_0000259,-77.442371,37.546445,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca0ffffff,88f040ca01fffff
Local_Freight_Other_Straight Truck_0000260,-77.36361,37.547159,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c8effffff,88f040c817fffff
Local_Freight_Other_Straight Truck_0000261,-77.362842,37.547518,Local Freight,Other,Straight Truck,86f040c8fffffff,87f040c8effffff,88f040c8e9fffff
Local_Freight_Other_Straight Truck_0000262,-77.453133,37.550709,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca0ffffff,88f040ca09fffff
Local_Freight_Other_Straight Truck_0000263,-77.338174,37.55098,Local Freight,Other,Straight Truck,86f040c8fffffff,87f040c8affffff,88f040c8adfffff
Local_Freight_Other_Straight Truck_0000264,-77.455219,37.551871,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca0ffffff,88f040ca47fffff
Local_Freight_Other_Straight Truck_0000265,-77.571753,37.553435,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040da3ffffff,88f040da37fffff
Local_Freight_Other_Straight Truck_0000266,-77.439658,37.553944,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca0ffffff,88f040ca07fffff
Local_Freight_Other_Straight Truck_0000267,-77.473114,37.555284,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca4ffffff,88f040ca4dfffff
Local_Freight_Other_Straight Truck_0000268,-77.430577,37.560437,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca3ffffff,88f040ca3dfffff
Local_Freight_Other_Straight Truck_0000269,-77.469667,37.564442,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca4ffffff,88f040ca41fffff
Local_Freight_Other_Straight Truck_0000270,-77.470766,37.564571,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca4ffffff,88f040ca4dfffff
Local_Freight_Other_Straight Truck_0000271,-77.474386,37.565256,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca4ffffff,88f040ca4dfffff
Local_Freight_Other_Straight Truck_0000272,-77.468755,37.567148,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca4ffffff,88f040ca45fffff
Local_Freight_Other_Straight Truck_0000273,-77.471303,37.567972,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca4ffffff,88f040ca4dfffff
Local_Freight_Other_Straight Truck_0000274,-77.418193,37.56936,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca3ffffff,88f040ca35fffff
Local_Freight_Other_Straight Truck_0000275,-77.432438,37.571141,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca3ffffff,88f040ca3dfffff
Local_Freight_Other_Straight Truck_0000276,-77.397863,37.573751,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c85ffffff,88f040c855fffff
Local_Freight_Other_Straight Truck_0000277,-77.475176,37.574804,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca4ffffff,88f040ca4dfffff
Local_Freight_Other_Straight Truck_0000278,-77.39699,37.575007,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c85ffffff,88f040c855fffff
Local_Freight_Other_Straight Truck_0000279,-77.397211,37.576136,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c85ffffff,88f040c855fffff
Local_Freight_Other_Straight Truck_0000280,-77.423956,37.584805,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca3ffffff,88f040ca35fffff
Local_Freight_Other_Straight Truck_0000281,-77.494601,37.585915,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d8affffff,88f040d8adfffff
Local_Freight_Other_Straight Truck_0000282,-77.495554,37.586195,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d8affffff,88f040d8adfffff
Local_Freight_Other_Straight Truck_0000283,-77.498313,37.586498,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d8affffff,88f040d8adfffff
Local_Freight_Other_Straight Truck_0000284,-77.442331,37.590812,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca0ffffff,88f040ca05fffff
Local_Freight_Other_Straight Truck_0000285,-77.503827,37.59082,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d9dffffff,88f040d9dbfffff
Local_Freight_Other_Straight Truck_0000286,-77.571455,37.59471,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d84ffffff,88f040d84bfffff
Local_Freight_Other_Straight Truck_0000287,-77.5736,37.595371,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d84ffffff,88f040d84bfffff
Local_Freight_Other_Straight Truck_0000288,-77.516226,37.595642,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d8effffff,88f040d8e5fffff
Local_Freight_Other_Straight Truck_0000289,-77.566255,37.595738,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d84ffffff,88f040d85dfffff
Local_Freight_Other_Straight Truck_0000290,-77.514142,37.59589,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d8effffff,88f040d8e5fffff
Local_Freight_Other_Straight Truck_0000291,-77.484326,37.596167,Local Freight,Other,Straight Truck,86f040d9fffffff,87f040d99ffffff,88f040d99bfffff
Local_Freight_Other_Straight Truck_0000292,-77.515033,37.597822,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d8effffff,88f040d8e5fffff
Local_Freight_Other_Straight Truck_0000293,-77.509751,37.598157,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d8effffff,88f040d8e5fffff
Local_Freight_Other_Straight Truck_0000294,-77.511948,37.598513,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d8effffff,88f040d8e5fffff
Local_Freight_Other_Straight Truck_0000295,-77.51371,37.59954,Local Freight,Other,Straight Truck,86f040d8fffffff,87f040d8effffff,88f040d8e5fffff
Local_Freight_Other_Straight Truck_0000296,-77.376231,37.601229,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c80ffffff,88f040c839fffff
Local_Freight_Other_Straight Truck_0000297,-77.563493,37.601255,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d85ffffff,88f040d843fffff
Local_Freight_Other_Straight Truck_0000298,-77.466687,37.601429,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca4ffffff,88f040ca45fffff
Local_Freight_Other_Straight Truck_0000299,-77.563752,37.602405,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d84ffffff,88f040d843fffff
Local_Freight_Other_Straight Truck_0000300,-77.425311,37.60347,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca2ffffff,88f040ca23fffff
Local_Freight_Other_Straight Truck_0000301,-77.565701,37.603787,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d84ffffff,88f040d843fffff
Local_Freight_Other_Straight Truck_0000302,-77.572966,37.605486,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d84ffffff,88f040d84bfffff
Local_Freight_Other_Straight Truck_0000303,-77.494203,37.60697,Local Freight,Other,Straight Truck,86f040d9fffffff,87f040d9dffffff,88f040d9d3fffff
Local_Freight_Other_Straight Truck_0000304,-77.564657,37.609739,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d84ffffff,88f040d843fffff
Local_Freight_Other_Straight Truck_0000305,-77.495744,37.610554,Local Freight,Other,Straight Truck,86f040d9fffffff,87f040d9dffffff,88f040d9d3fffff
Local_Freight_Other_Straight Truck_0000306,-77.355416,37.610847,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c83ffffff,88f040c833fffff
Local_Freight_Other_Straight Truck_0000307,-77.564336,37.61143,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d84ffffff,88f040d843fffff
Local_Freight_Other_Straight Truck_0000308,-77.332658,37.612435,Local Freight,Other,Straight Truck,86f040c9fffffff,87f040c9dffffff,88f040c9d3fffff
Local_Freight_Other_Straight Truck_0000309,-77.3319,37.612834,Local Freight,Other,Straight Truck,86f040c9fffffff,87f040c9dffffff,88f040c9d3fffff
Local_Freight_Other_Straight Truck_0000310,-77.526483,37.613406,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d83ffffff,88f040d83bfffff
Local_Freight_Other_Straight Truck_0000311,-77.522794,37.613692,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d83ffffff,88f040d833fffff
Local_Freight_Other_Straight Truck_0000312,-77.321072,37.615973,Local Freight,Other,Straight Truck,86f040c9fffffff,87f040c99ffffff,88f040c991fffff
Local_Freight_Other_Straight Truck_0000313,-77.323387,37.616117,Local Freight,Other,Straight Truck,86f040c9fffffff,87f040c99ffffff,88f040c999fffff
Local_Freight_Other_Straight Truck_0000314,-77.496833,37.616749,Local Freight,Other,Straight Truck,86f040d9fffffff,87f040d9dffffff,88f040d9d3fffff
Local_Freight_Other_Straight Truck_0000315,-77.499987,37.619671,Local Freight,Other,Straight Truck,86f040d9fffffff,87f040d9dffffff,88f040d9d3fffff
Local_Freight_Other_Straight Truck_0000316,-77.524717,37.621029,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d83ffffff,88f040d831fffff
Local_Freight_Other_Straight Truck_0000317,-77.639597,37.622018,Local Freight,Other,Straight Truck,86f046a5fffffff,87f046a59ffffff,88f046a59bfffff
Local_Freight_Other_Straight Truck_0000318,-77.39981,37.622227,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c84ffffff,88f040c809fffff
Local_Freight_Other_Straight Truck_0000319,-77.55713,37.622323,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d80ffffff,88f040d809fffff
Local_Freight_Other_Straight Truck_0000320,-77.640825,37.62257,Local Freight,Other,Straight Truck,86f046a5fffffff,87f046a59ffffff,88f046a59bfffff
Local_Freight_Other_Straight Truck_0000321,-77.524321,37.623699,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d83ffffff,88f040d831fffff
Local_Freight_Other_Straight Truck_0000322,-77.49834,37.623796,Local Freight,Other,Straight Truck,86f040d9fffffff,87f040d9dffffff,88f040d9d3fffff
Local_Freight_Other_Straight Truck_0000323,-77.389977,37.625078,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c80ffffff,88f040c801fffff
Local_Freight_Other_Straight Truck_0000324,-77.385518,37.62558,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c80ffffff,88f040c801fffff
Local_Freight_Other_Straight Truck_0000325,-77.390021,37.625589,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c80ffffff,88f040c801fffff
Local_Freight_Other_Straight Truck_0000326,-77.306748,37.625597,Local Freight,Other,Straight Truck,86f040527ffffff,87f040526ffffff,88f0405269fffff
Local_Freight_Other_Straight Truck_0000327,-77.386923,37.627138,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c80ffffff,88f040c801fffff
Local_Freight_Other_Straight Truck_0000328,-77.50573,37.627187,Local Freight,Other,Straight Truck,86f040d9fffffff,87f040d9dffffff,88f040d9d1fffff
Local_Freight_Other_Straight Truck_0000329,-77.387716,37.627352,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c80ffffff,88f040c801fffff
Local_Freight_Other_Straight Truck_0000330,-77.386632,37.627978,Local Freight,Other,Straight Truck,86f040c87ffffff,87f040c80ffffff,88f040c801fffff
Local_Freight_Other_Straight Truck_0000331,-77.355293,37.634527,Local Freight,Other,Straight Truck,86f040c9fffffff,87f040c83ffffff,88f040c837fffff
Local_Freight_Other_Straight Truck_0000332,-77.354112,37.634647,Local Freight,Other,Straight Truck,86f040c9fffffff,87f040c83ffffff,88f040c837fffff
Local_Freight_Other_Straight Truck_0000333,-77.355344,37.636266,Local Freight,Other,Straight Truck,86f040c9fffffff,87f040c83ffffff,88f040c837fffff
Local_Freight_Other_Straight Truck_0000334,-77.355428,37.637119,Local Freight,Other,Straight Truck,86f040c9fffffff,87f040c83ffffff,88f040c837fffff
Local_Freight_Other_Straight Truck_0000335,-77.457799,37.637694,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca6ffffff,88f040ca61fffff
Local_Freight_Other_Straight Truck_0000336,-77.632065,37.638049,Local Freight,Other,Straight Truck,86f046a5fffffff,87f046a59ffffff,88f046a593fffff
Local_Freight_Other_Straight Truck_0000337,-77.552445,37.638159,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d80ffffff,88f040d801fffff
Local_Freight_Other_Straight Truck_0000338,-77.555194,37.639117,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d80ffffff,88f040d809fffff
Local_Freight_Other_Straight Truck_0000339,-77.264079,37.639293,Local Freight,Other,Straight Truck,86f040527ffffff,87f040522ffffff,88f0405227fffff
Local_Freight_Other_Straight Truck_0000340,-77.564215,37.639295,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d84ffffff,88f040d847fffff
Local_Freight_Other_Straight Truck_0000341,-77.353426,37.640414,Local Freight,Other,Straight Truck,86f040c9fffffff,87f040c83ffffff,88f040c837fffff
Local_Freight_Other_Straight Truck_0000342,-77.35336,37.640485,Local Freight,Other,Straight Truck,86f040c9fffffff,87f040c9dffffff,88f040c837fffff
Local_Freight_Other_Straight Truck_0000343,-77.461048,37.641371,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca6ffffff,88f040ca61fffff
Local_Freight_Other_Straight Truck_0000344,-77.458274,37.641802,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca6ffffff,88f040ca61fffff
Local_Freight_Other_Straight Truck_0000345,-77.460541,37.641814,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca6ffffff,88f040ca61fffff
Local_Freight_Other_Straight Truck_0000346,-77.558995,37.642355,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d80ffffff,88f040d809fffff
Local_Freight_Other_Straight Truck_0000347,-77.463168,37.642378,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca6ffffff,88f040ca6dfffff
Local_Freight_Other_Straight Truck_0000348,-77.508163,37.64266,Local Freight,Other,Straight Truck,86f040d9fffffff,87f040d9dffffff,88f040d9d9fffff
Local_Freight_Other_Straight Truck_0000349,-77.562521,37.643172,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d84ffffff,88f040d847fffff
Local_Freight_Other_Straight Truck_0000350,-77.567354,37.643937,Local Freight,Other,Straight Truck,86f040d87ffffff,87f040d84ffffff,88f040d841fffff
Local_Freight_Other_Straight Truck_0000351,-77.460757,37.644284,Local Freight,Other,Straight Truck,86f040ca7ffffff,87f040ca6ffffff,88f040ca6dfffff
