,hour,power,Day,School_name,Lat,Lon
12122,3,0,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12123,4,0,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12124,5,0,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12125,6,0,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12126,7,0,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12127,8,0,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12128,9,0,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12129,10,0,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12130,11,0,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12131,12,0,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12132,13,0,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12133,14,0,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12134,15,0,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12135,16,45.5,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12136,17,90,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12137,18,90,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12138,19,90,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12139,20,90,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12140,21,90,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12141,22,90,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12142,23,90,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12143,24,90,Tue,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12144,1,88,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12145,2,13.5,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12146,3,0,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12147,4,0,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12148,5,0,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12149,6,0,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12150,7,0,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12151,8,0,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12152,9,0,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12153,10,0,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12154,11,0,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12155,12,0,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12156,13,0,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12157,14,0,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12158,15,0,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12159,16,45.5,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12160,17,90,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12161,18,90,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12162,19,90,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12163,20,90,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12164,21,90,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12165,22,90,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12166,23,90,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12167,24,90,Wed,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12168,1,88,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12169,2,13.5,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12170,3,0,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12171,4,0,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12172,5,0,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12173,6,0,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12174,7,0,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12175,8,0,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12176,9,0,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12177,10,0,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12178,11,0,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12179,12,0,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12180,13,0,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12181,14,0,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12182,15,0,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12183,16,45.5,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12184,17,90,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12185,18,90,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12186,19,90,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12187,20,90,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12188,21,90,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12189,22,90,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12190,23,90,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12191,24,90,Thu,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12192,1,88,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12193,2,13.5,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12194,3,0,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12195,4,0,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12196,5,0,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12197,6,0,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12198,7,0,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12199,8,0,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12200,9,0,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12201,10,0,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12202,11,0,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12203,12,0,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12204,13,0,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12205,14,0,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12206,15,0,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12207,16,45.5,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12208,17,90,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12209,18,90,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12210,19,90,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12211,20,90,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12212,21,90,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12213,22,90,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12214,23,90,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12215,24,90,Fri,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12216,1,88,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12217,2,13.5,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12218,3,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12219,4,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12220,5,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12221,6,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12222,7,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12223,8,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12224,9,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12225,10,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12226,11,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12227,12,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12228,13,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12229,14,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12230,15,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12231,16,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12232,17,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12233,18,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12234,19,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12235,20,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12236,21,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12237,22,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12238,23,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12239,24,0,Sat,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12240,1,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12241,2,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12242,3,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12243,4,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12244,5,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12245,6,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12246,7,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12247,8,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12248,9,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12249,10,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12250,11,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12251,12,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12252,13,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12253,14,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12254,15,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12255,16,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12256,17,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12257,18,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12258,19,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12259,20,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12260,21,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12261,22,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12262,23,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12263,24,0,Sun,CAPTAIN JOHN SMITH ELEM,37.0451813,-76.3235337
12264,1,0,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12265,2,0,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12266,3,0,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12267,4,0,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12268,5,0,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12269,6,0,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12270,7,0,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12271,8,0,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12272,9,0,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12273,10,0,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12274,11,0,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12275,12,0,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12276,13,0,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12277,14,0,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12278,15,0,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12279,16,0.32,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12280,17,0,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12281,18,74.92,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12282,19,263.2,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12283,20,289.2,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12284,21,289.2,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12285,22,289.2,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12286,23,289.2,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12287,24,289.2,Mon,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12288,1,288.2,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12289,2,229.2,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12290,3,148.7,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12291,4,79.2,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12292,5,79.2,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12293,6,46.2,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12294,7,7.04,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12295,8,0,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12296,9,0,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12297,10,0,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12298,11,0,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12299,12,0,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12300,13,0,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12301,14,0,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12302,15,0,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12303,16,0.32,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12304,17,0,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12305,18,74.92,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12306,19,263.2,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12307,20,289.2,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12308,21,289.2,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12309,22,289.2,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12310,23,289.2,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12311,24,289.2,Tue,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12312,1,288.2,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12313,2,229.2,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12314,3,148.7,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12315,4,79.2,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12316,5,79.2,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12317,6,46.2,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12318,7,7.04,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12319,8,0,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12320,9,0,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12321,10,0,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12322,11,0,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12323,12,0,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12324,13,0,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12325,14,0,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12326,15,0,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12327,16,0.32,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12328,17,0,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12329,18,74.92,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12330,19,263.2,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12331,20,289.2,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12332,21,289.2,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12333,22,289.2,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12334,23,289.2,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12335,24,289.2,Wed,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12336,1,288.2,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12337,2,229.2,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12338,3,148.7,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12339,4,79.2,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12340,5,79.2,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12341,6,46.2,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12342,7,7.04,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12343,8,0,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12344,9,0,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12345,10,0,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12346,11,0,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12347,12,0,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12348,13,0,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12349,14,0,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12350,15,0,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12351,16,0.32,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12352,17,0,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12353,18,74.92,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12354,19,263.2,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12355,20,289.2,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12356,21,289.2,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12357,22,289.2,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12358,23,289.2,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12359,24,289.2,Thu,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12360,1,288.2,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12361,2,229.2,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12362,3,148.7,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12363,4,79.2,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12364,5,79.2,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12365,6,46.2,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12366,7,7.04,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12367,8,0,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12368,9,0,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12369,10,0,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12370,11,0,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12371,12,0,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12372,13,0,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12373,14,0,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12374,15,0,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12375,16,0.32,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12376,17,0,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12377,18,74.92,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12378,19,263.2,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12379,20,289.2,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12380,21,289.2,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12381,22,289.2,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12382,23,289.2,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12383,24,289.2,Fri,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12384,1,288.2,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12385,2,229.2,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12386,3,148.7,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12387,4,79.2,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12388,5,79.2,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12389,6,46.2,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12390,7,7.04,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12391,8,0,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12392,9,0,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12393,10,0,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12394,11,0,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12395,12,0,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12396,13,0,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12397,14,0,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12398,15,0,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12399,16,0,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12400,17,0,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12401,18,0,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12402,19,0,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12403,20,0,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12404,21,0,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12405,22,0,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12406,23,0,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12407,24,0,Sat,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12408,1,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12409,2,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12410,3,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12411,4,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12412,5,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12413,6,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12414,7,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12415,8,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12416,9,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12417,10,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12418,11,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12419,12,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12420,13,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12421,14,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12422,15,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12423,16,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12424,17,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12425,18,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12426,19,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12427,20,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12428,21,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12429,22,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12430,23,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12431,24,0,Sun,CESAR TARRANT MIDDLE,37.042807,-76.4208723
12432,1,0,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12433,2,0,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12434,3,0,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12435,4,0,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12436,5,0,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12437,6,0,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12438,7,0,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12439,8,0,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12440,9,0,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12441,10,0,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12442,11,0,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12443,12,0,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12444,13,0,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12445,14,0,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12446,15,0,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12447,16,40.5,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12448,17,93,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12449,18,150,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12450,19,150,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12451,20,150,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12452,21,150,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
12453,22,150,Mon,CHRISTOPHER C. KRAFT ELEM,37.04968375,-76.41550107
