,hour,power,Day,School_name,Lat,Lon
21503,24,0,Sun,SEDGEFIELD ELEM,37.23292545,-76.50548967
21504,1,0,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21505,2,0,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21506,3,0,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21507,4,0,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21508,5,0,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21509,6,0,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21510,7,0,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21511,8,0,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21512,9,0,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21513,10,0,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21514,11,0,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21515,12,0,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21516,13,0,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21517,14,0,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21518,15,0,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21519,16,54.4,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21520,17,115.2,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21521,18,115.2,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21522,19,115.2,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21523,20,90.56,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21524,21,76.8,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21525,22,76.8,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21526,23,60.48,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21527,24,44.48,Mon,STONEY RUN ELEM,37.13125725,-76.55120018
21528,1,4.8,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21529,2,0,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21530,3,0,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21531,4,0,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21532,5,0,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21533,6,0,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21534,7,0,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21535,8,0,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21536,9,0,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21537,10,0,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21538,11,0,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21539,12,0,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21540,13,0,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21541,14,0,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21542,15,0,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21543,16,54.4,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21544,17,115.2,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21545,18,115.2,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21546,19,115.2,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21547,20,90.56,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21548,21,76.8,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21549,22,76.8,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21550,23,60.48,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21551,24,44.48,Tue,STONEY RUN ELEM,37.13125725,-76.55120018
21552,1,4.8,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21553,2,0,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21554,3,0,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21555,4,0,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21556,5,0,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21557,6,0,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21558,7,0,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21559,8,0,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21560,9,0,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21561,10,0,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21562,11,0,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21563,12,0,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21564,13,0,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21565,14,0,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21566,15,0,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21567,16,54.4,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21568,17,115.2,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21569,18,115.2,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21570,19,115.2,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21571,20,90.56,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21572,21,76.8,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21573,22,76.8,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21574,23,60.48,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21575,24,44.48,Wed,STONEY RUN ELEM,37.13125725,-76.55120018
21576,1,4.8,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21577,2,0,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21578,3,0,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21579,4,0,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21580,5,0,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21581,6,0,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21582,7,0,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21583,8,0,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21584,9,0,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21585,10,0,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21586,11,0,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21587,12,0,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21588,13,0,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21589,14,0,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21590,15,0,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21591,16,54.4,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21592,17,115.2,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21593,18,115.2,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21594,19,115.2,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21595,20,90.56,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21596,21,76.8,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21597,22,76.8,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21598,23,60.48,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21599,24,44.48,Thu,STONEY RUN ELEM,37.13125725,-76.55120018
21600,1,4.8,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21601,2,0,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21602,3,0,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21603,4,0,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21604,5,0,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21605,6,0,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21606,7,0,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21607,8,0,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21608,9,0,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21609,10,0,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21610,11,0,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21611,12,0,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21612,13,0,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21613,14,0,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21614,15,0,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21615,16,54.4,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21616,17,115.2,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21617,18,115.2,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21618,19,115.2,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21619,20,90.56,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21620,21,76.8,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21621,22,76.8,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21622,23,60.48,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21623,24,44.48,Fri,STONEY RUN ELEM,37.13125725,-76.55120018
21624,1,4.8,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21625,2,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21626,3,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21627,4,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21628,5,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21629,6,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21630,7,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21631,8,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21632,9,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21633,10,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21634,11,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21635,12,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21636,13,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21637,14,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21638,15,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21639,16,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21640,17,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21641,18,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21642,19,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21643,20,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21644,21,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21645,22,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21646,23,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21647,24,0,Sat,STONEY RUN ELEM,37.13125725,-76.55120018
21648,1,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21649,2,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21650,3,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21651,4,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21652,5,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21653,6,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21654,7,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21655,8,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21656,9,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21657,10,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21658,11,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21659,12,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21660,13,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21661,14,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21662,15,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21663,16,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21664,17,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21665,18,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21666,19,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21667,20,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21668,21,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21669,22,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21670,23,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21671,24,0,Sun,STONEY RUN ELEM,37.13125725,-76.55120018
21672,1,0,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21673,2,0,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21674,3,0,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21675,4,0,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21676,5,0,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21677,6,0,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21678,7,0,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21679,8,0,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21680,9,0,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21681,10,0,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21682,11,0,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21683,12,0,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21684,13,0,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21685,14,0,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21686,15,1.28,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21687,16,51.84,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21688,17,96,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21689,18,77.12,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21690,19,57.6,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21691,20,57.6,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21692,21,57.6,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21693,22,57.6,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21694,23,57.6,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21695,24,42.88,Mon,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21696,1,19.84,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21697,2,15.68,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21698,3,0,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21699,4,0,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21700,5,0,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21701,6,0,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21702,7,0,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21703,8,0,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21704,9,0,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21705,10,0,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21706,11,0,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21707,12,0,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21708,13,0,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21709,14,0,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21710,15,1.28,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21711,16,51.84,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21712,17,96,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21713,18,77.12,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21714,19,57.6,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21715,20,57.6,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21716,21,57.6,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21717,22,57.6,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21718,23,57.6,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21719,24,42.88,Tue,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21720,1,19.84,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21721,2,15.68,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21722,3,0,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21723,4,0,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21724,5,0,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21725,6,0,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21726,7,0,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21727,8,0,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21728,9,0,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21729,10,0,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21730,11,0,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21731,12,0,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21732,13,0,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21733,14,0,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21734,15,1.28,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21735,16,51.84,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21736,17,96,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21737,18,77.12,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21738,19,57.6,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21739,20,57.6,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21740,21,57.6,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21741,22,57.6,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21742,23,57.6,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21743,24,42.88,Wed,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21744,1,19.84,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21745,2,15.68,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21746,3,0,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21747,4,0,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21748,5,0,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21749,6,0,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21750,7,0,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21751,8,0,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21752,9,0,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21753,10,0,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21754,11,0,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21755,12,0,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21756,13,0,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21757,14,0,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21758,15,1.28,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21759,16,51.84,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21760,17,96,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21761,18,77.12,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21762,19,57.6,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21763,20,57.6,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21764,21,57.6,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21765,22,57.6,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21766,23,57.6,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21767,24,42.88,Thu,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21768,1,19.84,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21769,2,15.68,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21770,3,0,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21771,4,0,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21772,5,0,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21773,6,0,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21774,7,0,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21775,8,0,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21776,9,0,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21777,10,0,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21778,11,0,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21779,12,0,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21780,13,0,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21781,14,0,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21782,15,1.28,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21783,16,51.84,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21784,17,96,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21785,18,77.12,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21786,19,57.6,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21787,20,57.6,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21788,21,57.6,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21789,22,57.6,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21790,23,57.6,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21791,24,42.88,Fri,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21792,1,19.84,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21793,2,15.68,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21794,3,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21795,4,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21796,5,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21797,6,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21798,7,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21799,8,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21800,9,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21801,10,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21802,11,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21803,12,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21804,13,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21805,14,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21806,15,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21807,16,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21808,17,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21809,18,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21810,19,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21811,20,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21812,21,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21813,22,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21814,23,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21815,24,0,Sat,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21816,1,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21817,2,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21818,3,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21819,4,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21820,5,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21821,6,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21822,7,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21823,8,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21824,9,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21825,10,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21826,11,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21827,12,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21828,13,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21829,14,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21830,15,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21831,16,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21832,17,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21833,18,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21834,19,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21835,20,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21836,21,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21837,22,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21838,23,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21839,24,0,Sun,T. RYLAND SANFORD ELEM,37.11157757,-76.54422555
21840,1,0,Mon,WARWICK HIGH,37.0527137,-76.47500746
21841,2,0,Mon,WARWICK HIGH,37.0527137,-76.47500746
21842,3,0,Mon,WARWICK HIGH,37.0527137,-76.47500746
21843,4,0,Mon,WARWICK HIGH,37.0527137,-76.47500746
21844,5,0,Mon,WARWICK HIGH,37.0527137,-76.47500746
21845,6,0,Mon,WARWICK HIGH,37.0527137,-76.47500746
21846,7,0,Mon,WARWICK HIGH,37.0527137,-76.47500746
21847,8,0,Mon,WARWICK HIGH,37.0527137,-76.47500746
21848,9,0,Mon,WARWICK HIGH,37.0527137,-76.47500746
21849,10,0,Mon,WARWICK HIGH,37.0527137,-76.47500746
21850,11,0,Mon,WARWICK HIGH,37.0527137,-76.47500746
21851,12,0,Mon,WARWICK HIGH,37.0527137,-76.47500746
21852,13,0,Mon,WARWICK HIGH,37.0527137,-76.47500746
21853,14,4.8,Mon,WARWICK HIGH,37.0527137,-76.47500746
21854,15,190.08,Mon,WARWICK HIGH,37.0527137,-76.47500746
21855,16,400.14,Mon,WARWICK HIGH,37.0527137,-76.47500746
21856,17,377.2,Mon,WARWICK HIGH,37.0527137,-76.47500746
21857,18,335.6,Mon,WARWICK HIGH,37.0527137,-76.47500746
21858,19,318,Mon,WARWICK HIGH,37.0527137,-76.47500746
21859,20,312.88,Mon,WARWICK HIGH,37.0527137,-76.47500746
21860,21,296.56,Mon,WARWICK HIGH,37.0527137,-76.47500746
21861,22,279.6,Mon,WARWICK HIGH,37.0527137,-76.47500746
